O*NET-SOC Code,Alternate Title,Short Title,Source(s)
39-1014.00,Animal Trainer Supervisor,missing,08
39-1014.00,Aquatics Supervisor,missing,08
39-1014.00,Arcade Supervisor,missing,04
39-1014.00,Bowling Alley Operator,missing,08
39-1014.00,Caddie Supervisor,missing,08
39-1014.00,Caddy Master,missing,"04,08"
39-1014.00,Caddy Supervisor,missing,08
39-1014.00,Caddymaster,missing,02
39-1014.00,Checkroom Chief,missing,08
39-1014.00,Chief Airport Guide,missing,08
39-1014.00,Club Supervisor,missing,10
39-1014.00,Community Life Director,missing,02
39-1014.00,Entertainment Supervisor,missing,10
39-1014.00,Golf Course Manager,missing,08
39-1014.00,Guest Experience Captain,missing,08
39-1014.00,Hair Salon Manager,missing,02
39-1014.00,Head Baggage Porter,missing,08
39-1014.00,Head Butler,missing,08
39-1014.00,Head Usher,missing,08
39-1014.00,Health Club Manager,missing,08
39-1014.00,Hospitality Manager,missing,08
39-1014.00,Hotel Services Supervisor,missing,02
39-1014.00,Pack Worker Supervisor,missing,08
39-1014.00,Park Recreation Manager,missing,08
39-1014.00,Park Worker Supervisor,missing,08
39-1014.00,Parks Recreation Coordinator,missing,08
39-1014.00,Parks Recreation Director,missing,08
39-1014.00,Recreation Attendant Supervisor,missing,"04,08"
39-1014.00,Recreation Coordinator,missing,02
39-1014.00,Rides Supervisor,missing,08
39-1014.00,Salon Coordinator,missing,08
39-1014.00,Salon Director,missing,08
39-1014.00,Salon Leader,missing,08
39-1014.00,Salon Manager,missing,02
39-1014.00,Service Captain,missing,08
39-1014.00,Service Chief,missing,08
39-1014.00,Service Industry Coordinator,missing,08
39-1014.00,Service Superintendent,missing,08
39-1014.00,Shop Manager,missing,08
39-1014.00,Shop Supervisor,missing,08
39-1014.00,Spa Coordinator,missing,08
39-1014.00,Summer Camp Coordinator,missing,10
39-1014.00,Summer Camp Supervisor,missing,08
39-1022.00,Adult Family Home Program Manager,missing,02
39-1022.00,Animal Trainer Supervisor,missing,04
39-1022.00,Aquatics Supervisor,missing,"02,10"
39-1022.00,Bar and Restaurant Manager,missing,02
39-1022.00,Barber Shop Manager,missing,08
39-1022.00,Beauty Shop Manager,missing,08
39-1022.00,Bell Captain,missing,08
39-1022.00,Bellhop Service Captain,missing,08
39-1022.00,Care Guide,missing,08
39-1022.00,Child Care Worker Supervisor,missing,04
39-1022.00,Clinical Care Coordinator,missing,02
39-1022.00,Clinical Coordinator,missing,02
39-1022.00,Clinical Services Program Manager,missing,02
39-1022.00,Comfort Station Supervisor,missing,08
39-1022.00,Companion Animal Leader,missing,10
39-1022.00,Direct Care Supervisor,missing,02
39-1022.00,Hair Salon Supervisor,missing,04
39-1022.00,Home Care Coordinator,missing,08
39-1022.00,Hospitality House Supervisor,missing,08
39-1022.00,Hospitality Manager,missing,08
39-1022.00,Housekeeping Supervisor,missing,02
39-1022.00,Resident Care Coordinator,missing,08
39-1022.00,Resident Care Supervisor,missing,02
39-1022.00,Residential Care Facility Manager,missing,08
39-1022.00,Salon Coordinator,missing,10
39-1022.00,Spa Coordinator,missing,10
39-1022.00,Summer Camp Supervisor,missing,10
39-2011.00,Agility Instructor,missing,02
39-2011.00,Animal Handler,missing,09
39-2011.00,Animal Trainer,missing,"02,04,08"
39-2011.00,Bronc Breaker,missing,"04,06"
39-2011.00,Bronc Buster,missing,"04,06"
39-2011.00,Canine Handler,missing,10
39-2011.00,Canine Service Teacher,missing,"04,06"
39-2011.00,Cat Groomer,missing,03
39-2011.00,Dog Groomer,missing,"02,03"
39-2011.00,Dog Handler,missing,"04,06,10"
39-2011.00,Dog Obedience Instructor,missing,02
39-2011.00,Dog Show Judge,missing,"04,06"
39-2011.00,Dog Trainer,missing,"02,04,06,10"
39-2011.00,Dolphin Trainer,missing,"04,09"
39-2011.00,Elephant Tamer,missing,"04,06"
39-2011.00,Equestrian,missing,"04,06"
39-2011.00,Equestrian Trainer,missing,09
39-2011.00,Explosive Detection K-9 Handler (Explosive Detection Canine Handler),Explosive Detection K-9 Handler,10
39-2011.00,Guide Dog Instructor,missing,"02,04"
39-2011.00,Guide Dog Mobility Instructor (GDMI),GDMI,"02,04"
39-2011.00,Guide Dog Trainer,missing,"02,04"
39-2011.00,Handler,missing,10
39-2011.00,Hearing Dog Trainer,missing,"04,06"
39-2011.00,Horse Breaker,missing,"04,06"
39-2011.00,Horse Trainer,missing,"02,04,06,08"
39-2011.00,Horse Wrangler,missing,"04,06"
39-2011.00,Horseman,missing,"04,06"
39-2011.00,Licensed Guide Dog Instructor,missing,"02,04"
39-2011.00,Lion Tamer,missing,09
39-2011.00,Lion Trainer,missing,"04,06"
39-2011.00,Marine Animal Trainer,missing,09
39-2011.00,Marine Mammal Trainer,missing,"04,09"
39-2011.00,Monkey Trainer,missing,09
39-2011.00,Obedience Trainer,missing,08
39-2011.00,Outrider,missing,"04,06"
39-2011.00,Pet Groomer,missing,03
39-2011.00,Pet Handler,missing,09
39-2011.00,Pet Trainer,missing,10
39-2011.00,Pet Training Instructor,missing,10
39-2011.00,Racehorse Trainer,missing,"02,04,06"
39-2011.00,Ring Conductor,missing,"04,06"
39-2011.00,Seeing Eye Dog Teacher,missing,"04,06"
39-2011.00,Seeing Eye Dog Trainer,missing,"04,06"
39-2011.00,Service Dog Trainer,missing,02
39-2011.00,Show Dog Trainer,missing,"04,06"
39-2011.00,Show Horse Driver,missing,"04,06"
39-2011.00,Snake Charmer,missing,"04,06"
39-2011.00,Trainer,missing,02
39-2011.00,Trick Rodeo Rider,missing,"04,06"
39-2011.00,Whale Trainer,missing,09
39-2011.00,Wrangler,missing,10
39-2021.00,Animal Care Attendant,missing,"02,10"
39-2021.00,Animal Care Giver (ACG),ACG,"02,04"
39-2021.00,Animal Care Service Worker,missing,09
39-2021.00,Animal Care Specialist,missing,"02,10"
39-2021.00,Animal Care Taker,missing,09
39-2021.00,Animal Care Technician,missing,"02,04,10"
39-2021.00,Animal Caregiver,missing,"02,04,09"
39-2021.00,Animal Caretaker,missing,02
39-2021.00,Animal Daycare Provider,missing,"02,04"
39-2021.00,Animal Feeder,missing,"04,06"
39-2021.00,Animal Groomer,missing,"02,04,09"
39-2021.00,Animal Handler,missing,09
39-2021.00,Animal Health Technician,missing,09
39-2021.00,Animal Keeper,missing,"02,04,08"
39-2021.00,Animal Nursery Worker,missing,09
39-2021.00,Animal Rehabilitator,missing,08
39-2021.00,Animal Shelter Worker,missing,"04,09"
39-2021.00,Animal Sitter,missing,"04,06"
39-2021.00,Aquarist,missing,"02,04,06,08"
39-2021.00,Aquarium Tank Attendant,missing,"04,06"
39-2021.00,Aviculturist,missing,"02,03"
39-2021.00,Bather,missing,"02,10"
39-2021.00,Bird Raiser,missing,08
39-2021.00,Bird Tender,missing,06
39-2021.00,Canary Raiser,missing,08
39-2021.00,Care Assistant,missing,10
39-2021.00,Care Taker,missing,09
39-2021.00,Caretaker,missing,04
39-2021.00,Cat Bather,missing,"02,04"
39-2021.00,Cat Groomer,missing,"04,06"
39-2021.00,Cat Sitter,missing,10
39-2021.00,Dog Barber,missing,"04,06"
39-2021.00,Dog Bather,missing,"02,04,06,08"
39-2021.00,Dog Beautician,missing,"04,06"
39-2021.00,Dog Boarder,missing,"04,06"
39-2021.00,Dog Daycare Attendant,missing,10
39-2021.00,Dog Groomer,missing,"02,04,06,08,10"
39-2021.00,Dog Hair Clipper,missing,"04,06"
39-2021.00,Dog Pound Attendant,missing,09
39-2021.00,Dog Raiser,missing,08
39-2021.00,Dog Sitter,missing,"04,06"
39-2021.00,Dog Walker,missing,10
39-2021.00,Farrier,missing,"04,06"
39-2021.00,Groomer,missing,"02,10"
39-2021.00,Horseshoer,missing,"04,06,08"
39-2021.00,Hot Walker,missing,"04,06"
39-2021.00,Keeper,missing,"04,06"
39-2021.00,Kennel Aide,missing,"02,04"
39-2021.00,Kennel Assistant,missing,"02,09,10"
39-2021.00,Kennel Attendant,missing,"02,04,09,10"
39-2021.00,Kennel Helper,missing,"02,04"
39-2021.00,Kennel Keeper,missing,"04,06"
39-2021.00,Kennel Operator,missing,02
39-2021.00,Kennel Technician (Kennel Tech),Kennel Tech,"02,09,10"
39-2021.00,Kennel Worker,missing,"02,04,06"
39-2021.00,Mice Raiser,missing,"04,06"
39-2021.00,Monkey Keeper,missing,"04,06"
39-2021.00,Parakeet Raiser,missing,08
39-2021.00,Pet Care Associate,missing,"02,10"
39-2021.00,Pet Care Specialist,missing,10
39-2021.00,Pet Care Worker,missing,09
39-2021.00,Pet Caretaker,missing,"04,06"
39-2021.00,Pet Feeder,missing,"04,06"
39-2021.00,Pet Groomer,missing,"02,04,06,10"
39-2021.00,Pet Sitter,missing,"02,04,09"
39-2021.00,Pet Specialist,missing,10
39-2021.00,Pet Stylist,missing,"02,04,10"
39-2021.00,Pony Rider,missing,08
39-2021.00,Pound Attendant,missing,"04,06"
39-2021.00,Pound Keeper,missing,"04,06"
39-2021.00,Poundmaster,missing,"04,06"
39-2021.00,Reptile Keeper,missing,"04,06"
39-2021.00,Ringman,missing,"04,06"
39-2021.00,Stock Feeder,missing,"04,06"
39-2021.00,Walker,missing,10
39-2021.00,Wild Animal Caretaker,missing,04
39-2021.00,Wildlife Rehabilitator,missing,09
39-2021.00,Zoo Caretaker,missing,"04,06"
39-2021.00,Zoo Keeper,missing,"04,06"
39-2021.00,Zookeeper,missing,"02,04"
39-3011.00,Baccarat Dealer,missing,"04,06"
39-3011.00,Big Six Dealer,missing,"04,06"
39-3011.00,Black Jack Dealer,missing,02
39-3011.00,Blackjack Dealer,missing,"02,04,06,10"
39-3011.00,Card Dealer,missing,"02,04,06"
39-3011.00,Card Game Operator,missing,"04,06"
39-3011.00,Card Grader,missing,"04,06"
39-3011.00,Casino Dealer,missing,"02,04,09"
39-3011.00,Casino Games Dealer,missing,"02,04"
39-3011.00,Casino Gaming Worker,missing,09
39-3011.00,Casino Worker,missing,09
39-3011.00,Crap Shooter,missing,"04,06"
39-3011.00,Craps Dealer,missing,"02,04,06"
39-3011.00,Croupier,missing,"04,06"
39-3011.00,Dealer,missing,"02,10"
39-3011.00,Dice Dealer,missing,"02,04,06"
39-3011.00,Dice Table Operator,missing,"04,06"
39-3011.00,Dual Rate Dealer,missing,02
39-3011.00,Entertainment And Recreation Industry Dealer,missing,10
39-3011.00,Faro Dealer,missing,"04,06"
39-3011.00,Gambling Dealer,missing,"04,06,08"
39-3011.00,Game Operator,missing,"04,06"
39-3011.00,Games Dealer,missing,02
39-3011.00,Gaming Dealer,missing,02
39-3011.00,Gaming Host,missing,02
39-3011.00,Gaming Table Operator,missing,"04,06"
39-3011.00,Keno Dealer,missing,"04,06"
39-3011.00,Mini Baccarat Dealer,missing,"04,06"
39-3011.00,Pai Gow Dealer,missing,"04,06"
39-3011.00,Poker Dealer,missing,"02,04,06,10"
39-3011.00,Roulette Dealer,missing,"04,06"
39-3011.00,Table Game Dealer,missing,02
39-3011.00,Table Games Dealer,missing,"02,04,10"
39-3011.00,Twenty-One Dealer,missing,"02,04,06"
39-3011.00,Wheel of Fortune Dealer,missing,"04,06"
39-3012.00,Bet Taker,missing,"04,06"
39-3012.00,Betting Clerk,missing,"04,06"
39-3012.00,Bingo Caller,missing,"02,09,10"
39-3012.00,Bingo Clerk,missing,02
39-3012.00,Bingo Floater,missing,02
39-3012.00,Bingo Worker,missing,04
39-3012.00,Bookie,missing,"04,06"
39-3012.00,Bookmaker,missing,"04,06"
39-3012.00,Caller,missing,10
39-3012.00,Cardroom Attendant,missing,08
39-3012.00,Casino Attendant,missing,02
39-3012.00,Casino Floor Runner,missing,"02,04"
39-3012.00,Casino Gaming Worker,missing,09
39-3012.00,Casino Runner,missing,02
39-3012.00,Casino Worker,missing,09
39-3012.00,Entertainment And Recreation Industry Runner,missing,10
39-3012.00,Floor Runner,missing,02
39-3012.00,Keno Attendant,missing,02
39-3012.00,Keno Runner,missing,"02,04,06"
39-3012.00,Keno Writer,missing,"02,04,06,08"
39-3012.00,Mutuel Cashier,missing,"04,06"
39-3012.00,Mutuel Machine Operator,missing,"04,06"
39-3012.00,Pari Mutuel Clerk,missing,"04,06"
39-3012.00,Pari Mutuel Ticket Cashier,missing,"04,06"
39-3012.00,Pari Mutuel Ticket Seller,missing,"04,06"
39-3012.00,Race and Sports Book Writer,missing,"02,04"
39-3012.00,Race Board Attendant,missing,"04,06"
39-3012.00,Race Book Writer,missing,"02,04,06"
39-3012.00,Racebook Writer,missing,02
39-3012.00,Runner,missing,"06,10"
39-3012.00,Sheet Writer,missing,"04,06"
39-3012.00,Sports Book Board Attendant,missing,"04,06"
39-3012.00,Sports Book Clerk,missing,10
39-3012.00,Sports Book Server,missing,10
39-3012.00,Sports Book Writer,missing,"04,06"
39-3012.00,Sports Clerk,missing,10
39-3012.00,Sports Runner,missing,10
39-3012.00,Sportsbook Ticket Writer,missing,"02,04"
39-3019.00,Bingo Attendant,missing,"04,06"
39-3019.00,Bingo Caller,missing,09
39-3019.00,Bingo Checker,missing,"04,06"
39-3019.00,Bingo Clerk,missing,"04,06"
39-3019.00,Bingo Usher,missing,06
39-3019.00,Card Player,missing,"04,06,08"
39-3019.00,Card Seller,missing,"04,06"
39-3019.00,Card Table Attendant,missing,"04,06"
39-3019.00,Cardroom Attendant,missing,"04,06"
39-3019.00,Cardroom Plastic Card Grader,missing,06
39-3019.00,Chip Mucker,missing,"04,06"
39-3019.00,Chip Person,missing,"04,06"
39-3019.00,Dice Person,missing,"04,06"
39-3019.00,Dice Table Person,missing,"04,06"
39-3019.00,Floor Attendant,missing,"04,06"
39-3019.00,Gambler,missing,"04,06"
39-3019.00,Game Attendant,missing,"04,06"
39-3019.00,Game Room Attendant,missing,"04,06"
39-3019.00,Identifier,missing,06
39-3019.00,Keno Clerk,missing,"04,06"
39-3019.00,Lottery Clerk,missing,"04,06"
39-3019.00,Pit Clerk,missing,"04,06"
39-3019.00,Poker Prop Player,missing,04
39-3019.00,Proposition Player,missing,"04,06"
39-3019.00,Shill,missing,"04,06"
39-3019.00,Tattoo Identifier,missing,06
39-3019.00,Tattoo Technician,missing,06
39-3019.00,Ticket Dispenser Changer,missing,06
39-3021.00,Booth Operator,missing,"02,10"
39-3021.00,Booth Usher,missing,02
39-3021.00,Cinema Operator,missing,"04,06"
39-3021.00,Cinema Projectionist,missing,02
39-3021.00,Cinematographer,missing,"04,06"
39-3021.00,Digital Projectionist,missing,02
39-3021.00,Equipment Operator,missing,04
39-3021.00,Film Projector Operator,missing,"04,06"
39-3021.00,Film Specialist,missing,02
39-3021.00,Machine Operator,missing,04
39-3021.00,Motion Picture Operator,missing,"04,06"
39-3021.00,Motion Picture Projectionist,missing,"02,04,06"
39-3021.00,Movie Machine Operator,missing,"04,06"
39-3021.00,Movie Operator,missing,"04,06"
39-3021.00,Movie Projectionist,missing,"02,04"
39-3021.00,Moving Picture Operator,missing,"04,06"
39-3021.00,Projection Technician,missing,02
39-3021.00,Projectionist,missing,"02,04,06,10"
39-3021.00,Projector,missing,"04,06"
39-3021.00,Projector Booth Operator,missing,"02,04"
39-3021.00,Projector Operator,missing,"04,06"
39-3021.00,Stereoptician,missing,"04,06"
39-3021.00,Technical Projection Guide,missing,02
39-3031.00,Admittance Attendant,missing,"04,06"
39-3031.00,Attractions Associate,missing,10
39-3031.00,Concessionist,missing,02
39-3031.00,Docent,missing,02
39-3031.00,Door Attendant,missing,"04,06"
39-3031.00,Door Captain,missing,"04,06"
39-3031.00,Door Tender,missing,"04,06"
39-3031.00,Doorman,missing,"02,04,06"
39-3031.00,Doorperson,missing,09
39-3031.00,Drive-in Theater Attendant,missing,"04,06,08"
39-3031.00,Event Attendant,missing,10
39-3031.00,Gate Attendant,missing,"04,06"
39-3031.00,Gate Clerk,missing,10
39-3031.00,Gate Tender,missing,"04,06"
39-3031.00,Greeter,missing,10
39-3031.00,Hospitality Agent,missing,10
39-3031.00,Lobby Attendant,missing,"02,04,06"
39-3031.00,Lodge Attendant,missing,"04,06"
39-3031.00,Museum Host,missing,"04,06"
39-3031.00,Museum Hostess,missing,"04,06"
39-3031.00,Official Greeter,missing,"04,06"
39-3031.00,Program Attendant,missing,"04,06"
39-3031.00,Special Event Attendant,missing,10
39-3031.00,Special Events Attendant,missing,10
39-3031.00,Spot Man,missing,06
39-3031.00,Spot Worker,missing,04
39-3031.00,Theater Attendant,missing,"02,04,06"
39-3031.00,Theater Usher,missing,"04,06"
39-3031.00,Ticket Attendant,missing,"02,04"
39-3031.00,Ticket Collector,missing,"04,06"
39-3031.00,Ticket Taker,missing,"02,04,06,08,10"
39-3031.00,Usher,missing,"02,04,06,08,10"
39-3031.00,Visitor Service Assistant,missing,02
39-3031.00,Visitor Services Assistant,missing,02
39-3031.00,Visitor Services Associate,missing,02
39-3031.00,Visitor Services Representative,missing,02
39-3031.00,Visitor Services Specialist,missing,02
39-3031.00,Visitor Services Technician,missing,02
39-3031.00,Volunteer Services Specialist,missing,10
39-3091.00,Activities Attendant,missing,02
39-3091.00,Alley Worker,missing,04
39-3091.00,Amusement Attendant,missing,10
39-3091.00,Amusement Card Checker,missing,"04,06"
39-3091.00,Amusement Park Worker,missing,"04,06,08"
39-3091.00,Animal Ride Attendant,missing,"04,06"
39-3091.00,Arcade Attendant,missing,"04,06,08"
39-3091.00,Artificial Snow Making Machine Operator,missing,"04,06"
39-3091.00,Athletic Events Scorer,missing,"04,06"
39-3091.00,Attendant,missing,10
39-3091.00,Ball Racker,missing,"04,06"
39-3091.00,Ball Shagger,missing,"04,06"
39-3091.00,Ball Worker,missing,04
39-3091.00,Barker,missing,"04,06,08"
39-3091.00,Basket Person,missing,"04,06"
39-3091.00,Bat Person,missing,04
39-3091.00,Beach Attendant,missing,"02,04,06"
39-3091.00,Board Attendant,missing,"04,06"
39-3091.00,Boat Camp Operator,missing,"04,06"
39-3091.00,Boat Dock Operator,missing,"04,06"
39-3091.00,Boathouse Keeper,missing,"04,06"
39-3091.00,Booster,missing,"04,06"
39-3091.00,Bowl Attendant,missing,10
39-3091.00,Bowling Alley Attendant,missing,"04,06"
39-3091.00,Bowling Floor Desk Clerk,missing,08
39-3091.00,Bowling Front Desk Clerk,missing,"04,06"
39-3091.00,Cabana Attendant,missing,"04,06,08"
39-3091.00,Caddie,missing,"04,06,08"
39-3091.00,Caddy,missing,"04,06"
39-3091.00,Caller,missing,"04,06"
39-3091.00,Car Usher,missing,"04,06"
39-3091.00,Cardroom Attendant,missing,08
39-3091.00,Carnival Worker,missing,"04,06,09"
39-3091.00,Clay Pigeon Loader,missing,"04,06"
39-3091.00,Clay Pigeon Setter,missing,"04,06"
39-3091.00,Club Attendant,missing,10
39-3091.00,Coaster Attendant,missing,02
39-3091.00,Concession Attendant,missing,"04,06"
39-3091.00,Concessionist,missing,10
39-3091.00,Cue Worker,missing,04
39-3091.00,Curb Worker,missing,04
39-3091.00,Dance Hall Host,missing,"04,06"
39-3091.00,Dance Hall Hostess,missing,"04,06"
39-3091.00,Donkey Ride Operator,missing,"04,06"
39-3091.00,Dude Wrangler,missing,"04,06"
39-3091.00,Facility Attendant,missing,10
39-3091.00,Ferris Wheel Attendant,missing,"04,06"
39-3091.00,Ferris Wheel Operator,missing,"04,06"
39-3091.00,Fun House Operator,missing,"04,06"
39-3091.00,Game Attendant,missing,08
39-3091.00,Game Master,missing,10
39-3091.00,Game Room Attendant,missing,10
39-3091.00,Gameroom Technician,missing,10
39-3091.00,Gatehouse Attendant,missing,10
39-3091.00,Golf Assistant,missing,10
39-3091.00,Golf Attendant,missing,10
39-3091.00,Golf Caddie,missing,09
39-3091.00,Golf Caddy,missing,"04,06"
39-3091.00,Golf Cart Attendant,missing,10
39-3091.00,Golf Course Assistant,missing,09
39-3091.00,Golf Course Ranger,missing,02
39-3091.00,Golf Course Starter,missing,"02,04,06"
39-3091.00,Golf Range Attendant,missing,"04,06"
39-3091.00,Golf Shop Attendant,missing,10
39-3091.00,Hospitality Aide,missing,09
39-3091.00,Ice Rink Attendant,missing,"04,06"
39-3091.00,Ice Scraper,missing,"04,06"
39-3091.00,Jinrikisha Driver,missing,08
39-3091.00,Jukebox Operator,missing,"04,06"
39-3091.00,Kids Club Attendant,missing,10
39-3091.00,Magician Helper,missing,"04,06"
39-3091.00,Member Services Attendant,missing,10
39-3091.00,Merry Go Round Attendant,missing,04
39-3091.00,Merry Go Round Operator,missing,04
39-3091.00,Miniature Train Driver,missing,"04,06"
39-3091.00,Monitor Worker,missing,04
39-3091.00,Park Attendant,missing,"04,06"
39-3091.00,Pick Up Attendant,missing,"04,06"
39-3091.00,Pin Chaser,missing,"04,06"
39-3091.00,Pin Machine Operator,missing,"04,06"
39-3091.00,Pin Setter,missing,"04,06"
39-3091.00,Playland Attendant,missing,10
39-3091.00,Pony Ride Operator,missing,"04,06"
